CnBio_Org_Name,Number and Street,CnAdrPrf_Addrline2,CnAdrPrf_City,CnAdrPrf_State,Postcode,Block-Lot,Primary,Secondary,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
Premier Lock & Security,124 Fulton Street,Lower Level,New York,NY,10038,78-43,Personal and Professional Services,P-Hardware & Locksmiths,MANHATTAN,40.71016,-74.007647,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
Best Color Photo,90 Nassau Street,,New York,NY,10038,78-43,Personal and Professional Services,P-Film Developing,MANHATTAN,40.710064,-74.007885,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
Terrace Fish & Chip,124 Fulton Street,,New York,NY,10038,78-43,Casual Eating & Takeout,F-Seafood,MANHATTAN,40.71016,-74.007647,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
S & O Gift Shop,124 Fulton Street,,New York,NY,10038,78-43,Shopping,"S-Gifts, Cards & Stationery",MANHATTAN,40.71016,-74.007647,1,1,1502,1001205,1000780043,Battery Park City-Lower Manhattan                                          
Wow Style Fashions,122 Fulton Street,,New York,NY,10038,78-44,Shopping,S-Apparel: Women's,MANHATTAN,40.710122,-74.007564,1,1,1502,1001206,1000780044,Battery Park City-Lower Manhattan                                          
Foot Mart,120 Fulton Street,,New York,NY,,78-45,Shopping,S-Shoes: Men's & Women's,,,,,,,,,
Subway,118 Fulton Street,,New York,NY,10038,78-46,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.71004,-74.007405,1,1,1502,1000000,1000780047,Battery Park City-Lower Manhattan                                          
Carvel,118 Fulton Street,,New York,NY,10038,78-46,Casual Eating & Takeout,F-Ice Cream,MANHATTAN,40.71004,-74.007405,1,1,1502,1000000,1000780047,Battery Park City-Lower Manhattan                                          
The UPS Store,118 Fulton Street,,New York,NY,10038,78-46,Personal and Professional Services,P-Packaging/Shipping,MANHATTAN,40.71004,-74.007405,1,1,1502,1000000,1000780047,Battery Park City-Lower Manhattan                                          
Stylz,116 Fulton Street,,New York,NY,10038,78-47,Shopping,S-Apparel: Men's & Women's,MANHATTAN,40.709998,-74.007322,1,1,1502,1000000,1000780047,Battery Park City-Lower Manhattan                                          
Radio Shack,114 Fulton Street,,New York,NY,10038,78-47,Shopping,S-Computers & Electronics,MANHATTAN,40.709957,-74.007243,1,1,1502,1000000,1000780047,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,130 Fulton Street,,New York,NY,,79-1,Casual Eating & Takeout,F-Coffeehouse,,,,,,,,,
Bank of America ATM,130 Fulton Street,,New York,NY,10038,79-1,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.710372,-74.008062,1,1,1502,1087245,1000797502,Battery Park City-Lower Manhattan                                          
Nassau Fulton Optical,87 Nassau Street,,New York,NY,10038,79-1,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.710026,-74.00795,1,1,1502,1087245,1000797502,Battery Park City-Lower Manhattan                                          
General Nutrition Center,134-136 Fulton Street,,New York,NY,10038,79-1,Shopping,S-Nutrition & Health,MANHATTAN,40.710432,-74.008177,1,1,1502,1087245,1000797502,Battery Park City-Lower Manhattan                                          
Au Hair,29 John Street,Lower Level,New York,NY,10038,79-10,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Duane Reade,17 John Street,,New York,NY,10038,79-10,Shopping,S-Drugstores,MANHATTAN,40.709916,-74.008949,1,1,1502,1001216,1000790010,Battery Park City-Lower Manhattan                                          
Uma Newsstand,17 John Street,,New York,NY,10038,79-10,Personal and Professional Services,P-Newsstands,MANHATTAN,40.709916,-74.008949,1,1,1502,1001216,1000790010,Battery Park City-Lower Manhattan                                          
John Street Bar & Grill,17 John Street,Lower Level,New York,NY,10038,79-10,Nightlife,N-Bar,MANHATTAN,40.709916,-74.008949,1,1,1502,1001216,1000790010,Battery Park City-Lower Manhattan                                          
Les Halles Downtown,15 John Street,,New York,NY,10038,79-14,Full Service Dining,F-French,MANHATTAN,40.709954,-74.008999,1,1,1502,1001217,1000790014,Battery Park City-Lower Manhattan                                          
Wendy's,85 Nassau Street,,New York,NY,10038,79-2,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.709976,-74.007997,1,1,1502,1001212,1000790002,Battery Park City-Lower Manhattan                                          
K.C. Barber Shop,144 Fulton Street,,New York,NY,10038,79-25,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.710577,-74.008466,1,1,1502,1001223,1000790025,Battery Park City-Lower Manhattan                                          
Lot-Less Closeouts,95 Fulton Street,,New York,NY,10038,93-1,Shopping,S-Variety & Discount Stores,MANHATTAN,40.70943,-74.006161,1,1,1501,1001280,1000930001,Battery Park City-Lower Manhattan                                          
Wagner Tailoring & Alterations-Booth,144 Fulton Street,2nd Floor,New York,NY,10038,79-25,Personal and Professional Services,P-Tailoring,MANHATTAN,40.710577,-74.008466,1,1,1502,1001223,1000790025,Battery Park City-Lower Manhattan                                          
The Essences Beauty Salon,144 Fulton Street,3rd Floor,New York,NY,10038,79-25,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.710577,-74.008466,1,1,1502,1001223,1000790025,Battery Park City-Lower Manhattan                                          
Nail & Wax,144 Fulton Street,,New York,NY,10038,79-25,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.710577,-74.008466,1,1,1502,1001223,1000790025,Battery Park City-Lower Manhattan                                          
Baba Gift,144 Fulton Street,Booth 1,New York,NY,10038,79-25,Shopping,S-Variety & Discount Stores,MANHATTAN,40.710577,-74.008466,1,1,1502,1001223,1000790025,Battery Park City-Lower Manhattan                                          
Cafe Tomato,142 Fulton Street,,New York,NY,10038,79-26,Casual Eating & Takeout,F-Deli,MANHATTAN,40.710547,-74.008408,1,1,1502,1001224,1000790026,Battery Park City-Lower Manhattan                                          
Caruso's Pizza and Pasta,140 Fulton Street,,New York,NY,10038,79-27,Casual Eating & Takeout,F-Pizza,MANHATTAN,40.71052,-74.00835,1,1,1502,1001225,1000790027,Battery Park City-Lower Manhattan                                          
Solution Beauty Source,138 Fulton Street,,New York,NY,10038,79-28,Shopping,S-Beauty & Fragrances,MANHATTAN,40.71049,-74.008293,1,1,1502,1001226,1000797501,Battery Park City-Lower Manhattan                                          
New York & Co.,83 Nassau Street,,New York,NY,10038,79-3,Shopping,S-Apparel: Women's,MANHATTAN,40.70993,-74.008044,1,1,1502,1001213,1000790003,Battery Park City-Lower Manhattan                                          
De Janeiro Too,75 Nassau Street,,New York,NY,10038,79-4,Shopping,S-Apparel: Women's,MANHATTAN,40.709738,-74.008231,1,1,1502,1001214,1000790006,Battery Park City-Lower Manhattan                                          
Eye To Eye Vision Center,79 Nassau Street,,New York,NY,10038,79-4,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.709834,-74.008137,1,1,1502,1078967,1000790004,Battery Park City-Lower Manhattan                                          
Spring Thyme Wellness Spa,75 Nassau Street,,New York,NY,10038,79-4,Personal and Professional Services,P-Spa,MANHATTAN,40.709738,-74.008231,1,1,1502,1001214,1000790006,Battery Park City-Lower Manhattan                                          
La Mode Cleaners,75 Nassau Street,,New York,NY,10038,79-4,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.709738,-74.008231,1,1,1502,1001214,1000790006,Battery Park City-Lower Manhattan                                          
The Diner,75 Nassau Street,,New York,NY,10038,79-6,Full Service Dining,F-Diner,MANHATTAN,40.709738,-74.008231,1,1,1502,1001214,1000790006,Battery Park City-Lower Manhattan                                          
Nassau Jewelry,75 Nassau Street,,New York,NY,10038,79-6,Shopping,S-Jeweler,MANHATTAN,40.709738,-74.008231,1,1,1502,1001214,1000790006,Battery Park City-Lower Manhattan                                          
Max Cleaners,29 John Street,,New York,NY,10038,79-7503,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Evelyn's Chocolates,29 John Street,,New York,NY,10038,79-7503,Shopping,S-Candy & Chocolate,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Alex Tailor Shop,29 John Street,,New York,NY,10038,79-7503,Personal and Professional Services,P-Tailoring,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
My Convenience,29 John Street,,New York,NY,10038,79-7503,Personal and Professional Services,P-Newsstands,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Yung Nail Salon,29 John Street,Lower Level,New York,NY,10038,79-8,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.709694,-74.008631,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Blimpie,69 Nassau Street,,New York,NY,10038,79-8,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.709463,-74.008498,1,1,1502,1001106,1000657501,Battery Park City-Lower Manhattan                                          
Energy Kitchen,71 Nassau Street,,New York,NY,10038,79-8,Casual Eating & Takeout,F-Health,MANHATTAN,40.709639,-74.008325,1,1,1502,1001215,1000797503,Battery Park City-Lower Manhattan                                          
Starbucks Coffee,195 Broadway,,New York,NY,10007,80-1,Casual Eating & Takeout,F-Coffeehouse,MANHATTAN,40.710536,-74.009378,1,1,13,1001227,1000800001,Battery Park City-Lower Manhattan                                          
Liquid Assets at the Millenium Hilton Hotel,55 Church Street,,New York,NY,10007,80-4,Nightlife,N-Bar,MANHATTAN,40.711453,-74.010504,1,1,13,1075702,1000800004,Battery Park City-Lower Manhattan                                          
US Post Office-Church Street Station,90 Church Street,,New York,NY,10007,86-1,Community Resources,C-Post Office,MANHATTAN,40.712586,-74.009775,1,1,21,1001230,1000860001,SoHo-TriBeCa-Civic Center-Little Italy                                     
New York Sports Club,217 Broadway,,New York,NY,10007,88-1,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.71156,-74.008469,1,1,21,1001232,1000880001,SoHo-TriBeCa-Civic Center-Little Italy                                     
AT&T,217 Broadway,,New York,NY,10007,88-1,Shopping,S-Cellular Phones,MANHATTAN,40.71156,-74.008469,1,1,21,1001232,1000880001,SoHo-TriBeCa-Civic Center-Little Italy                                     
Staples,217 Broadway,,New York,NY,10007,88-1,Shopping,S-Office Supplies & Equipment,MANHATTAN,40.71156,-74.008469,1,1,21,1001232,1000880001,SoHo-TriBeCa-Civic Center-Little Italy                                     
Travelex Currency Services Inc.,28 Vesey Street,,New York,NY,10007,88-10,Visitor Services,V-Currency Exchange,MANHATTAN,40.71195,-74.009804,1,1,21,1001237,1000880010,SoHo-TriBeCa-Civic Center-Little Italy                                     
Jean Louis David Salon,30 Vesey Street,,New York,NY,10007,88-10,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.711977,-74.009865,1,1,21,1001237,1000880010,SoHo-TriBeCa-Civic Center-Little Italy                                     
Renaissance Fine Jewelers II,225 Broadway,,New York,NY,10007,88-18,Shopping,S-Jeweler,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
PrintFacility.com,225 Broadway,Suite 300,New York,NY,10007,88-18,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Quality Duplicating Services,225 Broadway,,New York,NY,10007,88-18,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Illusions of Broadway,225 Broadway,,New York,NY,10007,88-18,Shopping,S-Apparel: Women's,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
FedEx Office,4 Barclay Street,,New York,NY,10007,88-18,Personal and Professional Services,P-Packaging/Shipping,MANHATTAN,40.712123,-74.008397,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Continental Shoe Repair,225 Broadway,,New York,NY,10007,88-18,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Oliva Gourmet,225 Broadway,,New York,NY,10007,88-18,Casual Eating & Takeout,F-Deli,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Naturally Delicious,6 Barclay Street,,New York,NY,10007,88-18,Casual Eating & Takeout,F-Health,MANHATTAN,40.712147,-74.008451,1,1,21,1087947,1000880014,SoHo-TriBeCa-Civic Center-Little Italy                                     
Cohen's Fashion Optical,225 Broadway,,New York,NY,10007,88-18,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.71187,-74.008217,1,1,21,1001241,1000880018,SoHo-TriBeCa-Civic Center-Little Italy                                     
Smoke Shop,20 Vesey Street,,New York,NY,10007,88-5,Shopping,S-Cigars,MANHATTAN,40.711843,-74.009562,1,1,21,1001235,1000880005,SoHo-TriBeCa-Civic Center-Little Italy                                     
Stage Door Deli,26 Vesey Street,,New York,NY,10007,88-8,Casual Eating & Takeout,F-Deli,MANHATTAN,40.711922,-74.009743,1,1,21,1001236,1000880008,SoHo-TriBeCa-Civic Center-Little Italy                                     
The Pilatium,139 Fulton Street,Suite 309,New York,NY,10038,89-1,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.710385,-74.008051,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Tansey Tang Cultured Pearl Jewelry and Asian Gifts,99A Nassau Street,,New York,NY,10038,89-1,Shopping,S-Jeweler,,,,,,,,,
Fine Leather Collection,99 Nassau Street,,New York,NY,10038,89-1,Shopping,S-Leather & Luggage,MANHATTAN,40.710531,-74.007441,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Perfect Eyes Thread Salon,97 Nassau Street,,New York,NY,10038,89-1,Personal and Professional Services,P-Eyebrows,MANHATTAN,40.710448,-74.007524,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Designer Promise,93 Nassau Street,,New York,NY,10038,89-1,Shopping,S-Apparel: Women's,MANHATTAN,40.710278,-74.007697,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Chase Bank,214 Broadway,,New York,NY,10038,89-1,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.71103,-74.008917,1,1,1501,1001245,1000890012,Battery Park City-Lower Manhattan                                          
Majestic Beauty Salon,30 Ann Street,,New York,NY,10038,89-1,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.710687,-74.007575,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Solomon Cleaners,30 Ann Street,,New York,NY,10038,89-1,Personal and Professional Services,P-Dry Cleaning,MANHATTAN,40.710687,-74.007575,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Uriel Shoe Repair,30 Ann Street,,New York,NY,10038,89-1,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.710687,-74.007575,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
metro PCS,99 Nassau Street,,New York,NY,10038,89-1,Shopping,S-Cellular Phones,MANHATTAN,40.710531,-74.007441,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Fusion Wireless,99 Nassau Street,,New York,NY,10038,89-1,Shopping,S-Cellular Phones,MANHATTAN,40.710531,-74.007441,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Dunkin Donuts,139 Fulton Street,,New York,NY,10038,89-1,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.710385,-74.008051,1,1,1501,1001242,1000890001,Battery Park City-Lower Manhattan                                          
Duane Reade,147 Fulton Street,,New York,NY,10038,89-12,Shopping,S-Drugstores,MANHATTAN,40.710503,-74.008282,1,1,1501,1001245,1000890012,Battery Park City-Lower Manhattan                                          
Au Bon Pain,222 Broadway,,New York,NY,10007,89-12,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.711313,-74.008661,1,1,1501,1001245,1000890012,Battery Park City-Lower Manhattan                                          
"Eyebrow Threading Salon, Inc.",141 Fulton Street,3rd Floor,New York,NY,10038,89-2,Personal and Professional Services,P-Eyebrows,MANHATTAN,40.710415,-74.008109,1,1,1501,1001243,1000890002,Battery Park City-Lower Manhattan                                          
Sophie's Cuban Cuisine,141 Fulton Street,,New York,NY,10038,89-2,Casual Eating & Takeout,F-Caribbean,MANHATTAN,40.710415,-74.008109,1,1,1501,1001243,1000890002,Battery Park City-Lower Manhattan                                          
Mr. Closeout,145 Fulton Street,,New York,NY,10038,89-3,Shopping,S-Beauty & Fragrances,MANHATTAN,40.710473,-74.008224,1,1,1501,1001244,1000890003,Battery Park City-Lower Manhattan                                          
Popeye's Chicken & Biscuits,143 Fulton Street,,New York,NY,10038,89-3,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.710446,-74.008166,1,1,1501,1001244,1000890003,Battery Park City-Lower Manhattan                                          
Lucille Roberts,143 Fulton Street,2nd Floor,New York,NY,10038,89-3,Personal and Professional Services,P-Athletic Clubs/Fitness,MANHATTAN,40.710446,-74.008166,1,1,1501,1001244,1000890003,Battery Park City-Lower Manhattan                                          
Weinstein & Holtzman Hardware,29 Park Row,,New York,NY,10038,90-10,Personal and Professional Services,P-Hardware & Locksmiths,MANHATTAN,40.711673,-74.007232,1,1,1501,1001251,1000900007,Battery Park City-Lower Manhattan                                          
J&R Music and Computer World,31 Park Row,,New York,NY,10038,90-11,Shopping,S-Computers & Electronics,MANHATTAN,40.711695,-74.007138,1,1,1501,1001252,1000900007,Battery Park City-Lower Manhattan                                          
GS Smokers Inc.,1 Beekman Street,,New York,NY,10038,90-13,Shopping,S-Cigars,MANHATTAN,40.711588,-74.006868,1,1,1501,1001254,1000900013,Battery Park City-Lower Manhattan                                          
Penguini Men's Wear,105 Nassau Street,,New York,NY,10038,90-18,Shopping,S-Apparel: Men's,MANHATTAN,40.710734,-74.007178,1,1,1501,1001258,1000907502,Battery Park City-Lower Manhattan                                          
H & M Art Gallery of Downtown,105 Nassau Street,,New York,NY,10038,90-20,Shopping,"S-Framing, Posters & Art Supplies",MANHATTAN,40.710734,-74.007178,1,1,1501,1001258,1000907502,Battery Park City-Lower Manhattan                                          
Sandwich House,17 Ann Street,,New York,NY,10038,90-23,Casual Eating & Takeout,F-Italian,MANHATTAN,40.71091,-74.00791,1,1,1501,1001261,1000900023,Battery Park City-Lower Manhattan                                          
Pita Express,15 Ann Street,,New York,NY,10038,90-24,Casual Eating & Takeout,F-Kosher,MANHATTAN,40.710943,-74.007964,1,1,1501,1001262,1000900024,Battery Park City-Lower Manhattan                                          
J&R Office and Computer World,15 Park Row,,New York,NY,10038,90-4,Shopping,S-Office Supplies & Equipment,MANHATTAN,40.711508,-74.007679,1,1,1501,1001249,1000907501,Battery Park City-Lower Manhattan                                          
Duval International Furniture Gallery,111 Fulton Street,,New York,NY,10038,91-1,Shopping,S-Home Furnishings & Decor,MANHATTAN,40.709749,-74.006792,1,1,1501,1001263,1000917502,Battery Park City-Lower Manhattan                                          
Circa NY,111 Fulton Street,,New York,NY,10038,91-1,Casual Eating & Takeout,F-Kosher,MANHATTAN,40.709749,-74.006792,1,1,1501,1001263,1000917502,Battery Park City-Lower Manhattan                                          
Shoetrician Shoe Repair,123 Fulton Street,,New York,NY,10038,91-10,Personal and Professional Services,P-Shoe Repair/Shine,MANHATTAN,40.710001,-74.007286,1,1,1501,1001265,1000910009,Battery Park City-Lower Manhattan                                          
Styling Haircutters,123 Fulton Street,,New York,NY,10038,91-10,Personal and Professional Services,P-Hair Salon & Barber Shop,MANHATTAN,40.710001,-74.007286,1,1,1501,1001265,1000910009,Battery Park City-Lower Manhattan                                          
Papaya,125 Fulton Street,2nd Floor,New York,NY,10038,91-11,Personal and Professional Services,P-Spa,MANHATTAN,40.710037,-74.007358,1,1,1501,1079214,1000910011,Battery Park City-Lower Manhattan                                          
CVS,129 Fulton Street,,New York,NY,10038,91-13,Shopping,S-Drugstores,MANHATTAN,40.710105,-74.007495,1,1,1501,1001267,1000910013,Battery Park City-Lower Manhattan                                          
Strawberry,115 Fulton Street,,New York,NY,10038,91-7,Shopping,S-Apparel: Women's,MANHATTAN,40.709803,-74.0069,1,1,1501,1001263,1000917502,Battery Park City-Lower Manhattan                                          
Bolton's,115 Fulton Street,,New York,NY,10038,91-7,Shopping,S-Apparel: Women's,MANHATTAN,40.709803,-74.0069,1,1,1501,1001263,1000917502,Battery Park City-Lower Manhattan                                          
Chipotle,111 Fulton Street,,New York,NY,10001,91-7502,Casual Eating & Takeout,F-Mexican,MANHATTAN,40.709749,-74.006792,1,1,1501,1001263,1000917502,Battery Park City-Lower Manhattan                                          
Spring Nail Spa N.Y.,119 Fulton Street,,New York,NY,10038,91-8,Personal and Professional Services,P-Nail Salon,MANHATTAN,40.709932,-74.007149,1,1,1501,1001264,1000917501,Battery Park City-Lower Manhattan                                          
American Stamp,121 Fulton Street,2nd Floor,New York,NY,10038,91-9,Shopping,S-Office Supplies & Equipment,MANHATTAN,40.709965,-74.007218,1,1,1501,1079088,1000910009,Battery Park City-Lower Manhattan                                          
Cables & Chips Inc.,121 Fulton Street,4th Floor,New York,NY,10038,91-9,Shopping,S-Computers & Electronics,MANHATTAN,40.709965,-74.007218,1,1,1501,1079088,1000910009,Battery Park City-Lower Manhattan                                          
Nova Offset Corp.,47 Ann Street,,New York,NY,10038,92-17,Personal and Professional Services,P-Copy and Printing Services,MANHATTAN,40.710333,-74.006879,1,1,1501,1001272,1000920017,Battery Park City-Lower Manhattan                                          
Abacus Federal Savings Bank,116 Nassau Street,,New York,NY,10038,92-24,Personal and Professional Services,P-Banks and Check Cashing,MANHATTAN,40.710844,-74.006998,1,1,1501,1079094,1000920024,Battery Park City-Lower Manhattan                                          
Nassau Bar,118 Nassau Street,,New York,NY,10038,92-26,Nightlife,N-Bar,MANHATTAN,40.710871,-74.006958,1,1,1501,1001274,1000920026,Battery Park City-Lower Manhattan                                          
Flight Club NY,120 Nassau Street,,New York,NY,10038,92-27,Shopping,S-Shoes: Men's & Women's,MANHATTAN,40.710899,-74.006918,1,1,1501,1001275,1000920027,Battery Park City-Lower Manhattan                                          
Prato Men's Wear,122 Nassau Street,,New York,NY,10038,92-28,Shopping,S-Apparel: Men's,MANHATTAN,40.710929,-74.006879,1,1,1501,1001276,1000920028,Battery Park City-Lower Manhattan                                          
The Happy Foot Shoe Store,124 Nassau Street,,New York,NY,10038,92-29,Shopping,S-Shoes: Men's & Women's,MANHATTAN,40.710956,-74.006843,1,1,1501,1001277,1000920029,Battery Park City-Lower Manhattan                                          
Downtown Pharmacy,165 William Street,,New York,NY,10038,92-3,Shopping,S-Drugstores,MANHATTAN,40.710185,-74.005829,1,1,1501,1001268,1000920003,Battery Park City-Lower Manhattan                                          
Omega Jewelers,132 Nassau Street,,New York,NY,10038,92-30,Shopping,S-Jeweler,MANHATTAN,40.711072,-74.006684,1,1,1501,1079101,1000920030,Battery Park City-Lower Manhattan                                          
Dunkin Donuts,132 Nassau Street,,New York,NY,10038,92-30,Casual Eating & Takeout,F-Fast Food,MANHATTAN,40.711072,-74.006684,1,1,1501,1079101,1000920030,Battery Park City-Lower Manhattan                                          
The Beekman Pub,15-17 Beekman Street,,New York,NY,10038,92-30,Full Service Dining,F-Restaurant & Bar,MANHATTAN,40.71105,-74.006298,1,1,1501,1079101,1000920030,Battery Park City-Lower Manhattan                                          
Petland Discount,132 Nassau Street,,New York,NY,10038,92-30,Shopping,"S-Pet Stores, Supplies & Services",MANHATTAN,40.711072,-74.006684,1,1,1501,1079101,1000920030,Battery Park City-Lower Manhattan                                          
The Silk Shop,132 Nassau Street,,New York,NY,10038,92-30,Shopping,S-Apparel: Women's,MANHATTAN,40.711072,-74.006684,1,1,1501,1079101,1000920030,Battery Park City-Lower Manhattan                                          
Thriftway Beekman Pharmacy,19 Beekman Street,,New York,NY,10038,92-32,Shopping,S-Drugstores,MANHATTAN,40.710959,-74.006204,1,1,1501,1001278,1000920032,Battery Park City-Lower Manhattan                                          
Cafe Seaport,150 William Street,,New York,NY,10038,93-1,Casual Eating & Takeout,F-Deli,MANHATTAN,40.709729,-74.006255,1,1,1501,1001280,1000930001,Battery Park City-Lower Manhattan                                          
Pride Optical,150 William Street,,New York,NY,10038,93-1,Shopping,S-Glasses & Sunglasses,MANHATTAN,40.709729,-74.006255,1,1,1501,1001280,1000930001,Battery Park City-Lower Manhattan                                          
Rosella's Pizza,164 William Street,,New York,NY,10038,93-24,Casual Eating & Takeout,F-Italian,MANHATTAN,40.710234,-74.005753,1,1,1501,1001282,1000930024,Battery Park City-Lower Manhattan                                          
Dante's Gourmet Foods,166 William Street,,New York,NY,10038,93-25,Casual Eating & Takeout,F-Deli,MANHATTAN,40.710292,-74.005692,1,1,1501,1001283,1000930025,Battery Park City-Lower Manhattan                                          
Panini & Company,168 William Street,,New York,NY,10038,93-26,Casual Eating & Takeout,F-Cafe & Eatery,MANHATTAN,40.710353,-74.005631,1,1,1501,1001284,1000930026,Battery Park City-Lower Manhattan                                          
Battery Gardens,Inside Battery Park,(across from 17 State Street),New York,NY,10004,Battery Park,Full Service Dining,F-Continental,,,,,,,,,
Lower Manhattan Cultural Council,125 Maiden Lane,2nd Floor,New York,NY,10038,,,,MANHATTAN,40.706397,-74.006341,1,1,1502,1087484,1000707501,Battery Park City-Lower Manhattan                                          
Downtown Hair Studio,,,New York,NY,,,,,,,,,,,,,
Seaport Podiatry,122 Fulton Street,3rd Floor,New York,NY,,,,,,,,,,,,,
"Primary Consulting Services, Ltd.",132 Nassau Street,Suite 1320,New York,NY,,,Personal and Professional Services,P-Computer Services,,,,,,,,,
Plaza Cafe And Catering Inc,83 Maiden Lane,Suite 1300,New York,NY,,,,,,,,,,,,,
Tbta Battery Park Garage,70 Greenwich Street,,New York,NY,,,,,,,,,,,,,
Picnick,Battery Park,,New York,NY,10004,,Casual Eating & Takeout,F-American,,,,,,,,,
Lower Manhattan Construction Command Center,1 Liberty Plaza,20th Floor,New York,NY,10006,,,,,,,,,,,,
Candy's Quality Cleaners,57 Murray Street,,New York,NY,10007,,,,MANHATTAN,40.71422,-74.009747,1,1,21,1082029,1001330015,SoHo-TriBeCa-Civic Center-Little Italy                                     
