	Cols	Id	Name	Len	Time	Cate
723	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, date of census, total adults in shelter, total children in shelter, total individuals in shelter, single adult men in shelter, single adult women in shelter, total single adults in shelter, families with children in shelter, adults in families with children in shelter, children in families with children in shelter, total individuals in families with children in shelter , adult families in shelter, individuals in adult families in shelter"	k46n-sa2m	dhs daily report	1657	1377199230	Social Services
724	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, bronx, 2005, 2006, 2007, 2008, 2009, total"	k4u8-p5ux	where incidents that led to a substantiated complaint took place - bronx 2005 - 2009	14	1317329770	Public Safety
725	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	k4xi-fxp5	2013-2017 borough math results - swd	350	1506349156	Education
726	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, incident_id, incident_dt, facility"	k548-32d3	inmate incidents - inmate fights	11676	1458757697	Public Safety
727	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, kit id, borough, zipcode, date collected, date received, lead first_draw (mg/l), lead 1-2 minute flush (mg/l), lead 5 minute flush (mg/l), copper first draw (mg/l), copper 1-2 minute flush (mg/l), copper 5 minute flush (mg/l)"	k5us-nav4	free residential at-the-tap lead and copper data	10872	1519401275	Environment
728	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	k5ws-xbkn	2006 - 2012 english language arts (ela) test results - borough - all students	245	1361397686	Education
729	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, location name, dbn, staff  completing training"	k5xr-vi4c	2015-16 guidance counselor reporting - post secondary planning	577	1502472459	Education
730	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, cohort year, category, ethnicity, total cohort #, total grads #, total grads % of cohort,  total regents #,  total regents % of cohort,  total regents % of grads,  advanced regents #,  advanced regents % of cohort,  advanced regents % of grads, regents w/o advanced #, regents w/o advanced % of cohort, regents w/o advanced % of grads, local #, local % of cohort, local % of grads, still enrolled #, still enrolled % of cohort, dropped out #, dropped out % of cohort"	k63t-h76x	2014-15 graduation outcomes - ethnicity	57971	1502473805	Education
731	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, calendar year, charge type, investigation count"	k659-gwja	dop adult investigations by calendar year	120	1393435851	City Government
732	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region, supervision closing type, month, year, supervision closing count"	k72f-2ytm	dop adult case closings by type	128	1479743283	Public Safety
733	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, 2017 organization, project address, project title, council district, community board, 2017 award, postcode, borough, latitude, longitude, census tract, bin, bbl, nta"	k84j-firu	capital grant awards 2017	186	1514412837	City Government
734	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, demographic, dbn, name, total cohort  - june, total math/ela apm - june, % of cohort - june, total cohort  - august, total math/ela apm - august, % of cohort - august"	k8hv-56d7	2009 - 2010 graduation outcomes - regents-based math- ela apm - school level	4103	1318975003	Education
735	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, cultural institutions group (cig), fiscal year (fy), operating support, energy support"	ka27-qx5k	dcla cultural institutions group funding	136	1471542545	City Government
736	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, traffic control division, 2005, 2006, 2007, 2008, 2009, total"	ka3k-93z7	ccrb: assignment of officers against whom allegations were substantiated - traffic control division 2005 - 2009	23	1315947034	Public Safety
737	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, type of abuse of authority allegation, substantiated number, sunstantiated rate, exonerated number, exonerated rate, unsubstantiated number, unsubstantiated rate, unfounded number, unfounded rate, officer unidentified number, officer unidentified rate, miscellaneous, miscellaneous rate"	kcgr-4dqx	disposition of abuse of authority allegations 2009	30	1317246163	Public Safety
738	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	kdm9-vp7d	2013-2017 school ela results - all	23988	1506355012	Education
739	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	kdpk-qekk	2013-2017 citywide ela results - gender	70	1506350521	Education
740	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, kit id, borough, zipcode, date collected, date recieved, lead first draw (mg/l), lead 1-2 minute flush (mg/l), lead 5 minute flush (mg/l), copper first draw (mg/l), copper 1-2 minute flush (mg/l), copper 5 minute flush (mg/l)"	kdqv-qs7p	lead at the tap results	9415	1424373728	Environment
741	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, press release date, press release title, link to pdf file"	kewa-q4dq	law press releases	108	1360353504	City Government
742	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, location, event_date, check_in_from, check_in_to, event_title, job_family, company_name_or_type, qualifications, borough, location_name_and_address"	kf2b-aeh5	workforce1 recruitment events	11873	1435614574	Business
743	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, company name, subindustry, sub subindustry, address, phone, website, borough, postcode, latitude, longitude, community board, community council , census tract, bin, bbl, nta, location 1"	kh2m-kcyz	times square food & beverage locations	331	1311952109	Business
744	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, name, address, city, postcode, phone, mn, tu, we, th, fr, sa, su, notification, location 1, borough, latitude, longitude, community board, council district , census tract, bin, bbl, nta"	kh3d-xhq7	queens library branches	68	1318107591	Recreation
745	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	kha6-7i9i	2013-2017 school math results - all	23896	1506355071	Education
746	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, cohort year, cohort category, demographic, total cohort num, total grads num, total grads pct of cohort, total regents num, total regents pct of cohort, total regents pct of grads, advanced regents num, advanced regents pct of cohort, advanced regents pct of grads, regents w/o advanced num, regents w/o advanced pct of cohort, regents w/o advanced pct of grads, local num, local pct of cohort, local pct of grads, still enrolled num, still enrolled pct of cohort, dropped out num, dropped out pct of cohort"	khqi-x3p3	2005 - 2011 graduation outcomes - school level - - gender	15518	1361414191	Education
747	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, category , year, total enrollment, #grade 9, #grade 10, #grade 11, #grade 12, #female, %female, #male, %male, #asian, %asian, #black, %black, #hispanic, %hispanic, #other, % other, #white, % white, #ell spanish, %ell spanish, #ell chinese, % ell chinese, #ell bengali, % ell bengali, #ell arabic, %ell arabic, #ell haitian creole, %ell hatian creole, #ell french, %ell french, #ell russian, %ell russian, #ell korean, %ell korean, #ell urdu, %ell urdu, #ell other, %ell other, ela #test takers, ela #level 1, ela %level 1, ela #level 2, ela %level 2, ela #level 3, ela %level 3, ela #level 4, ela %level 4, ela #l3+l4, ela %l3+l4, math #test takers, math #level 1, math %level 1, math #level 2, math %level 2, math #level 3, math %level 3, math #level 4, math %level 4, math #l3+l4, math %l3 + l4"	kivi-tmb3	2015-2016 demographic data - grades 9-12 school	2925	1502393252	Education
748	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, loccode, prek_type, borough, locname, note, phone, address, postcode, day_length, seats, x, y, email, website, meals, indoor_outdoor, extended_day, sems_code, latitude, longitude, community board, council district , census tract, bin, bbl, nta"	kiyv-ks3f	universal pre-k (upk) school locations	1885	1405029995	Education
749	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	kjey-zuvr	2013-2017 borough ela results - ethnic	700	1506347250	Education
750	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, school_year, opt_code, site_name, school_name, number_of_riders"	kjgh-ywbx	prek riders by transportation site	960	1452553194	Transportation
751	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, location name, location category, administrative district, 5 removals, 5 principal, 5 superintendent, 5 expulsions, 6 removals, 6 principal, 6 superintendent, 6 expulsions, 7 removals, 7 principal, 7 superintendent, 7 expulsions, 8 removals, 8 principal, 8 superintendent, 8 expulsions, 9 removals, 9 principal, 9 superintendent, 9 expulsions, 10 removals, 10 principal, 10 superintendent, 10 expulsions, 11 removals, 11 principal, 11 superintendent, 11 expulsions, 12 removals, 12 principal, 12 superintendent, 12 expulsions, 13 removals, 13 principal, 13 superintendent, 13 expulsions, 14 removals, 14 principal, 14 superintendent, 14 expulsions, 15 removals, 15 principal, 15 superintendent, 15 expulsions, 16 removals, 16 principal, 16 superintendent, 16 expulsions, 17 removals, 17 principal, 17 superintendent, 17 expulsions, 18 removals, 18 principal, 18 superintendent, 18 expulsions, 19 removals, 19 principal, 19 superintendent, 19 expulsions, 20 removals, 20 principal, 20 superintendent, 20 expulsions, 21 removals, 21 principal, 21 superintendent, 21 expulsions, 22 removals, 22 principal, 22 superintendent, 22 expulsions"	kjpz-79mu	2015-16 student discipline annual report - age	1743	1501699411	Education
752	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, created month, borough, community board, agency, complaint type, descriptor 1, # of srs"	kjxa-7ccf	scout conditions	251	1394121896	City Government
753	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency, dataset title, dataset description, dataset link, expected date when synchronized update schedule will be met"	kk22-kcb6	2017 nyc open data plan -  timely updates	11	1499968305	City Government
754	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, jurisdiction name, count participants, count female, percent female, count male, percent male, count gender unknown, percent gender unknown, count gender total, percent gender total, count pacific islander, percent pacific islander, count hispanic latino, percent hispanic latino, count american indian, percent american indian, count asian non hispanic, percent asian non hispanic, count white non hispanic, percent white non hispanic, count black non hispanic, percent black non hispanic, count other ethnicity, percent other ethnicity, count ethnicity unknown, percent ethnicity unknown, count ethnicity total, percent ethnicity total, count permanent resident alien, percent permanent resident alien, count us citizen, percent us citizen, count other citizen status, percent other citizen status, count citizen status unknown, percent citizen status unknown, count citizen status total, percent citizen status total, count receives public assistance, percent receives public assistance, count nreceives public assistance, percent nreceives public assistance, count public assistance unknown, percent public assistance unknown, count public assistance total, percent public assistance total"	kku6-nxdu	demographic statistics by zip code	236	1311775554	City Government
755	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, region, investigations ordered type, month, year, investigations ordered count"	kkwv-djnk	dop adult investigations ordered	32	1479743290	Public Safety
756	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, grade, year, category, number tested, mean scale score, level 1: #, level 1: %, level 2: #, level 2: %, level 3: #, level 3: %, level 4: #, level 4: %, level 3+4: #, level 3+4: %"	kmix-7hhj	2013-16 school ela data files by grade - all students	19133	1502304202	Education
757	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, company_name, installation_id, ppt_id, link_site_id, active_indic, curbside, number_of_phones, borough, community board, council district, building_number, street_name, side_of_street, tax_block, tax_lot, zoning, enclosure_model, enclosure_type, advertising, wi_fi, cluster_position, mounting, solar, link_smoke_tested_and_activate, project_status, nta, bin, bbl, census tract, postcode, latitude, longitude, x_coordinate, y_coordinate, location 1"	kn9i-9q8m	public pay telephone locations map	7759	1518725164	Social Services
758	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, job id, agency, posting type, # of positions, business title, civil service title, title code no, level, job category, full-time/part-time indicator, salary range from, salary range to, salary frequency, work location, division/work unit, job description, minimum qual requirements, preferred skills, additional information, to apply, hours/shift, work location 1, recruitment contact, residency requirement, posting date, post until, posting updated, process date"	kpav-sd4t	nyc jobs	3355	1366306816	City Government
759	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, initial contact, language (if blank, english), issue, date, city/state, zip, cb, council member, letter drafted, status"	kpjg-ubxi	constituent services - historical	565	1413927377	City Government
760	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, manhattan south, 2005, 2006, 2007, 2008, 2009, total"	kq8c-w9ag	ccrb: assignment of officers against whom allegations were substantiated - patrol borough manhattan south 2005 - 2009	16	1315945125	Public Safety
761	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, admissions methods"	kquf-ewd9	2015-2016 demographic data - admissions methods	1571	1502383050	Education
762	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, vendor status, vendor name, disqualified from date, disqualified to date"	krwf-eng6	sca disqualified firms	250	1366298343	Housing & Development
763	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, created, bic_number, account name, trade name, address, city, state, postcode, phone, application type, export date, latitude, longitude, community board, council district, census tract, bin, bbl, nta, boro"	krx7-u82t	trade waste broker registrants	19741	1490724606	City Government
764	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	kt29-ab5k	2013-2017 borough math results - evell	415	1506348825	Education
765	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, election, officecd, candid, canclass, candlast, candfirst, candmi, committee, filing, schedule, pageno, sequenceno, refno, inv_date, date, name, c_code, org_ind, strno, strname, apartment, city, state, postcode, pay_method, amnt, purposecd, purpose, explain, exemptcd, rr_ind, seg_ind"	kwmq-dbub	2013 campaign expenditures	75431	1315955899	City Government
766	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, existing site identified, proposed leased facility, district, project #, school, boro, forecast capacity, design start, constr start, actual /est. compl, total est. cost, previousappropriations, ""fundingreqdfy 15-19"", needed tocomplete"	kydh-ijhc	replacement projects by school	9	1464731320	Education
767	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, complaintid, srnumber, complainttype, boro, block, lot, number, street, city, state, postcode, unit, initialinspectiondate, initialinspectionresults, ordermailingdate, postinginspectiondate, followupinspectiondate, daysbetween, closeddate, reinspectiondate, reinspectionresult, novnumber, novcode, novdate, novdescription, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	kyvb-rbwd	encroachments and defacements	69790	1519225310	Transportation
768	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, fiscal year , source , council member , legal name , ein , status , amount , agency , program name , street address 1 , street address 2 , postcode, purpose of funds , fiscal conduit name , fc ein , location 1 , borough, latitude, longitude, community board, community council , census tract, bin, bbl, nta"	m3fi-rt3k	new york city council discretionary funding (2009-2013)	17496	1344022559	City Government
769	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, name, \xa0meeting\xa0date, meeting\xa0time, meeting\xa0location, meeting\xa0topic"	m48u-yjt8	council committees and meetings	83	1424195042	City Government
770	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, manhattan ü cooperatives comparable properties ü boro-block-lot, manhattan ü cooperatives comparable properties ü address, borough, postcode, latitude, longitude, community board, council district , census tract, bin, bbl, nta, manhattan ü cooperatives comparable properties ü neighborhood, manhattan ü cooperatives comparable properties ü building classification, manhattan ü cooperatives comparable properties ü total units, manhattan ü cooperatives comparable properties ü year built, manhattan ü cooperatives comparable properties ü gross sqft, manhattan ü cooperatives comparable properties ü estimated gross income, manhattan ü cooperatives comparable properties ü gross income per sqft, manhattan ü cooperatives comparable properties ü estimated expense, manhattan ü cooperatives comparable properties ü expense per sqft, manhattan ü cooperatives comparable properties ü net operating income, manhattan ü cooperatives comparable properties ü full market value, manhattan ü cooperatives comparable properties ü market value per operties ü market value per sqft, comparable rental ü 1 ü boro-block-lot, comparable rental ü 1 ü address, comparable rental ü 1 ü neighborhood, comparable rental ü 1 ü building classification, comparable rental ü 1 ü total units, comparable rental ü 1 ü year built, comparable rental ü 1 ü gross sqft, comparable rental ü 1 ü estimated gross income, comparable rental ü 1 ü gross income per sqft, comparable rental ü 1 ü estimated expense, comparable rental ü 1 ü expense per sqft, comparable rental ü 1 ü net operating income, comparable rental ü 1 ü full market value, comparable rental ü 1 ü market value per sqft, comparable rental ü 1 ü distance from coop in miles, comparable rental ü 2 ü boro-block-lot, comparable rental ü 2 ü address, comparable rental ü 2 ü neighborhood, comparable rental ü 2 ü building classification, comparable rental ü 2 ü total units, comparable rental ü 2 ü year built, comparable rental ü 2 ü gross sqft, comparable rental ü 2 ü estimated gross income, comparable rental ü 2 ü gross income per sqfome, comparable rental ¨¹ 2 ¨¹ gross income per sqft, comparable rental ¨¹ 2 ¨¹ estimated expense, comparable rental ¨¹ 2 ¨¹ expense per sqft, comparable rental ¨¹ 2 ¨¹ net operating income, comparable rental ¨¹ 2 ¨¹ full market value, comparable rental ¨¹ 2 ¨¹ market value per sqft, comparable rental ¨¹ 2 ¨¹ distance from coop in miles, comparable rental ¨¹ 3 ¨¹ boro-block-lot, comparable rental ¨¹ 3 ¨¹ address, comparable rental ¨¹ 3 ¨¹ neighborhood, comparable rental ¨¹ 3 ¨¹ building classification, comparable rental ¨¹ 3 ¨¹ total units, comparable rental ¨¹ 3 ¨¹ year built, comparable rental ¨¹ 3 ¨¹ gross sqft, comparable rental ¨¹ 3 ¨¹ estimated gross income, comparable rental ¨¹ 3 ¨¹ gross income per sqft, comparable rental ¨¹ 3 ¨¹ estimated expense, comparable rental ¨¹ 3 ¨¹ expense per sqft, comparable rental ¨¹ 3 ¨¹ net operating income, comparable rental ¨¹ 3 ¨¹ full market value, comparable rental ¨¹ 3 ¨¹ market value per sqft, comparable rental ¨¹ 3 ¨¹ distance from coop in miles"	m56g-jpua	dof: cooperative comparable rental income ¨¹ manhattan¨¹ fy 2011/2012	2261	1317667641	Housing & Development
771	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, queens condominium property boro-block-lot, queens condominium property condo section, queens condominium property address, borough, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta, queens condominium property neighborhood, queens condominium property building classification, queens condominium property total units, queens condominium property year built, queens condominium property gross sqft, queens condominium property est. gross income, queens condominium property gross income per sqft, queens condominium property full market value, queens condominium property market value per sqft,  comparable rental 1 boro-block-lot, comparable rental 1 address, comparable rental 1  neighborhood, comparable rental 1  building classification, comparable rental 1  total units, comparable rental 1  year built, comparable rental 1  gross sqft, comparable rental 1  est. gross income, comparable rental 1  gross income per sqft, comparable rental 1 full market value, comparable rental 1  market value per sqft, comparable rental 1  dist. from coop in miles, comparable rental 2  boro-block-lot, comparable rental 2  address, comparable rental 2  neighborhood, comparable rental 2  building classification, comparable rental 2  total units, comparable rental 2  year built, comparable rental 2  gross sqft, comparable rental 2  est. gross income, comparable rental 2  gross income per sqft, comparable rental 2  full market value, comparable rental 2  market value per sqft, comparable rental 2  dist. from coop in miles"	m59i-mqex	dof: condominium comparable rental income ¨¹ queens ¨¹ fy 2008/2009	251	1317328654	Housing & Development
772	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, last name, first name, certification number, expiration date, telephone"	m64p-r9hk	certified asbestos investigator	257	1359607276	Environment
773	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, vms, main roadway, direction, cross street, borough, type, owner, latitude, longitude, location 1"	m6ap-zcwi	overhead electronic signs map	134	1507732001	Transportation
774	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, complaints within ccrb jurisdiction, referrals to office of the chief of department, referrals to internal affairs bureau, referrals to other agencies"	m6nh-ye6v	intake within and outside ccrb jurisdiction	3	1361827485	City Government
775	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, bronx, 2005, 2006, 2007, 2008, 2009, total"	m7m9-uyrn	ccrb: attribution of complaints to patrol borough bronx 2005 - 2009	17	1315948253	Public Safety
776	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	m8nr-4ivu	2013-2017 school ela results - gender	47735	1506355044	Education
777	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, type of abuse of authority allegation, substantiated number, sunstantiated rate, exonerated number, exonerated rate, unsubstantiated number, unsubstantiated rate, unfounded number, unfounded rate, officer unidentified number, officer unidentified rate, miscellaneous, miscellaneous rate"	mai7-g3fm	disposition of force allegations 2006	19	1317249915	Public Safety
778	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, program type, program, site name, borough / community, agency, contact number, grade level / age group , location 1, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	mbd7-jfnc	dycd after-school programs	1599	1314814825	Education
779	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, cohort year, cohort category, demographic, total cohort num, total grads num, total grads pct of cohort, total regents num, total regents pct of cohort, total regents pct of grads, advanced regents num, advanced regents pct of cohort, advanced regents pct of grads, regents w/o advanced num, regents w/o advanced pct of cohort, regents w/o advanced pct of grads, local num, local pct of cohort, local pct of grads, still enrolled num, still enrolled pct of cohort, dropped out num, dropped out pct of cohort"	mbym-vp3s	2005 - 2011 graduation outcomes - citywide - ethnicity	92	1361413927	Education
780	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency name, agency acronym, agency website, first name, last name, middle initial, name suffix, office title, division name, parent division, grand parent division, great grand parent division, address, city, state, zip code, phone 1, phone 2, fax 1, fax 2, agency primary phone, division primary phone, section"	mdcw-n682	greenbook	4909	1430169991	City Government
781	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, mtype, compname, address, city, state, postcode, comptel, borough, latitude, longitude, community board, council district , census tract, bin, bbl, nta, location 1"	memx-xuna	approved registrants map	236	1318109538	Business
782	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, locationid, locationtype, typeoftime, location, location_lat, location_long, year, alluservolume, cyclists_all, cyc_greenway_only, cyc_helmet_greenwy, citibike_all, non_citibikecyc, rllrbld_scootr, jogger, walker, cycmalehel_greenwy, cycmale_greenwy, cycfemalehell_greenwy, cycfemale_greenwy, cyclists_male, cyclists_female"	mfmf-gtvc	nycdcp manhattan bike counts - off street	89	1473713512	Transportation
783	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year built, inundation area, destroyed by storm, red tags, yellow tags"	mgjt-zuui	damage by sandy by age of building	4	1360784263	Housing & Development
784	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	mi8r-ff2q	2013-2017 borough ela results - all	175	1506346788	Education
785	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, school name, grade, year, category, number tested, mean scale score, level1_n, level1_%, level2_n, level2_%, level3_n, level3_%, level4_n, level4_%, level3+4_n, level3+4_%"	mib5-bwqy	2013-2017 school ela results - evell	55012	1506355035	Education
786	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, site_status, site_name, site_number, street_number, street_suffix, street_name, postcode, city, voter_entrance, handicap_entrance, latitude, longitude, community board, council district, census tract, bin, bbl, nta, location"	mifw-tguq	voting/poll sites	1216	1350584130	City Government
787	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, 1950, 1960, 1970, 1980, 1990, 2000, 2010, 2020, 2030"	miqs-rvtb	projected median age by borough 2000-2030	6	1319564403	City Government
788	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, type of abuse of authority allegation, substantiated number, sunstantiated rate, exonerated number, exonerated rate, unsubstantiated number, unsubstantiated rate, unfounded number, unfounded rate, officer unidentified number, officer unidentified rate, miscellaneous, miscellaneous rate"	mkxg-y5uc	disposition of offensive language allegations 2008	8	1317254057	Public Safety
789	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, geographic district, city council district, bldg id, bldg name, org id, org name, room category, shared? , # of rooms"	mmvm-mvi3	2015 2016 local law 60 summary	11702	1502292716	Education
790	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, rank, 2005 number of officers, 2005 percent of subtotal, 2005 nypd population 2005, 2006 number of officers, 2006 percent of subtotal, 2006 nypd population 2006, 2007 number of officers, 2007 percent of subtotal, 2007 nypd population 2007, 2008 number of officers, 2008 percent of subtotal, 2008 nypd population 2008, 2009 number of officers, 2009 percent of subtotal, 2009 nypd population 2009"	mnqg-rcee	rank of subject officers against whom allegations were substantiated 2005 - 2009	15	1317323649	Public Safety
791	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, existing site identified, district, project #, school, boro, forecast capacity, design start, constr start, actual /est.compl, total est.cost, previousappropriations, ""fundingreqdfy 15-19"", needed tocomplete"	mpg8-b8s5	class size reduction projects	3	1513361584	Education
792	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, job, respondent_serial, cfmc_case_id, uniqueid, qday1typical, qday1triptravelcode01, qday1triptravelcode02, qday1triptravelcode03, qday1triptravelcode04, qday1triptravelcode05, qday1triptravelcode06, qday1triptravelcode07, qday1triptravelcode08, qday1triptravelcode09, qday1triptravelcode10, qday1triptravelcode11, qday1triptravelcode12, qday1triptravelcode13, qday1triptravelcode14, qday1triptravelcode15, qday1triptravelcode16, qday1triptravelcode17, qday1triptravelcode18, qday1triptravelcode19, qday1triptravelcode20, qday1triptravelcode21, qday1triptravelcode22, qday1triptravelcode23, qday1triptravelcode24, qday1triptravelcode25, qday1triptravelcode26, qday1trippurpose, qday1tripdestination, qday1triplength, qday1trip1transitto1, qday1trip1transitto2, qday1trip1transitto3, qday1trip1transitto4, qday1trip1transitto5, qday1trip1transitto6, qday1trip1transitto7, qday1trip1transitfrom1, qday1trip1transitfrom2, qday1trip1transitfrom3, qday1trip1transitfrom4, qday1trip1transitfrom5, qday1trip1transitfrom6, qday1trip1transitfrom7, qday, qgender, qage, qrace, qhispanic, qeducation, qincome, qborough1, qborough2, qborough3, qborough4, qborough5, qcaraccess, qcarchange, qdisability1, qdisability2, qdisability3, qdisability4, qdisability5, qdisability6, qdisability7, qdisability8, qsmartphone, qsurveyzone, qagecode_final1, qagecode_final2, qagecode_final3, qagecode_final4, qagecode_final5, qagecode_final6, qagecode_final7, qcitibike, filt_number_of_trips, qwpsurveyzone01, qwpsurveyzone02, qwpsurveyzone03, qwpsurveyzone04, qwpsurveyzone05, qwpsurveyzone06, qwpsurveyzone07, qwpsurveyzone08, qwpsurveyzone09, qwpsurveyzone10, qday1trip1start, qday1trip1_outsidenyc_start, qday1trip1startcode, qday1trip1end, qday1trip1_outsidenyc_end, day1tripntanamecmb, qday1trip1park, qday1trip1parkpay, qday1trip1parkpay_amount, qday1trip1bikestore, qday1triptravelcode_sp, qmodegrouping, qsustainablemode, allwt, boroughwt, racewt, eduwt, agegenwt"	mpk5-48av	citywide mobility survey - trip diary	6986	1518715701	Transportation
793	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, facility, oct-dec 2012, jul-sep 2012, quarterly change, oct-dec 2011, yearly change"	mpqk-skis	emergency food assistance program (quarterly report)	2	1368810811	Social Services
